id,cell,stage,model,created,charged,status
4f48400919a14602844077180a58dfc7,train__source_plain__aime_1988_p3__seed0,solver,gpt-5.6-luna,1789813329.4850051,0.002187,settled
5b33c544c02d41348bcf6fc69b80b18b,train__source_plain__imo_1967_p3__seed0,solver,gpt-5.6-luna,1789813329.547122,0.00145462,settled
4ec3df1ce77544d4ba12d03a569882cb,train__source_assisted__mathd_algebra_185__seed0,solver,gpt-5.6-luna,1789813329.602356,0.00179364,settled
3c458f9027734c368ffc75347c05af7e,train__source_plain__induction_pord1p1on2powklt5on2__seed0,solver,gpt-5.6-luna,1789813329.6770093,0.0012333399999999999,settled
b654a9be3f6d4ec28ddfa5aefc31a989,train__source_assisted__imo_1967_p3__seed0,solver,gpt-5.6-luna,1789813330.7460659,0.00065981,settled
4d40721ee7274b2b9532487ebcc787a5,train__source_plain__algebra_amgm_sum1toneqn_prod1tonleq1__seed0,solver,gpt-5.6-luna,1789813330.796597,0.00204464,settled
a8d92d6cc94948b2998b06083bcb73e3,train__source_assisted__aime_1988_p3__seed0,solver,gpt-5.6-luna,1789813331.1500022,0.00149142,settled
b076cab81b4c44a696b3009f74dd9c85,train__source_assisted__algebra_amgm_sum1toneqn_prod1tonleq1__seed0,solver,gpt-5.6-luna,1789813331.7737849,0.0006307,settled
4c4d72e72e4f408ab1ff1c6ae7ca5bf5,train__source_assisted__aime_1984_p1__seed0,solver,gpt-5.6-luna,1789813332.155486,0.00044516999999999994,settled
15c7c5829d634c77b5d723575dd344cf,train__source_assisted__induction_pord1p1on2powklt5on2__seed0,solver,gpt-5.6-luna,1789813332.1977158,0.0013636899999999999,settled
effde3c578834030a71b49eb6ff47247,train__source_assisted__imo_1967_p3__seed0,solver,gpt-5.6-luna,1789813332.6081147,0.00080192,settled
d663c721ff6d469a90a6e2c46be6bc06,train__source_plain__induction_pord1p1on2powklt5on2__seed0,solver,gpt-5.6-luna,1789813332.9643862,0.0011248500000000002,settled
9cc93a6fe5834875810e90712cf89934,train__source_assisted__imo_1963_p5__seed0,solver,gpt-5.6-luna,1789813332.9882839,0.0013417799999999999,settled
bc870500e5a6492f85a32222c9e0f5ab,train__source_assisted__aime_1984_p1__seed0,solver,gpt-5.6-luna,1789813333.4444044,0.00048231999999999995,settled
c1ae848148894e7592f0903555d1e9c7,train__source_plain__mathd_algebra_185__seed0,solver,gpt-5.6-luna,1789813333.5348706,0.0017581899999999998,settled
1f01dd4437de4ed396b2bf302c8e5538,train__source_assisted__algebra_amgm_sum1toneqn_prod1tonleq1__seed0,solver,gpt-5.6-luna,1789813333.9253252,0.00062555,settled
51b95ddd1c2242dd9e99df56d3da6e13,train__source_plain__imo_1967_p3__seed0,solver,gpt-5.6-luna,1789813334.2513182,0.00122321,settled
b65ab0f697594d14883f424a6b63ec8a,train__source_assisted__mathd_algebra_185__seed0,solver,gpt-5.6-luna,1789813334.9263096,0.00200733,settled
